Date,BTC_Price,BTC_Volume,BTC_Volatility,NGX_ASI,NGX_Volatility
2022-07-31 00:00:00,32908.67948,2987753.227,0.048746418,31966.05458,0.020184184
2022-08-31 00:00:00,35345.96946,2102745.629,0.069102846,32356.72427,0.036764373
2022-09-30 00:00:00,34441.86327,3075804.558,0.030285479,32692.9248,0.023269274
2022-10-31 00:00:00,34286.53898,2322838.288,0.06008093,32938.34217,0.017808995
2022-11-30 00:00:00,34002.32267,3975119.733,0.039394848,32893.7614,0.028294056
2022-12-31 00:00:00,31575.29278,2852942.618,0.034142543,33171.45216,0.002111353
2023-01-31 00:00:00,32667.53333,2174502.803,0.047859393,32989.6046,0.022356146
2023-02-28 00:00:00,33689.64387,2678614.158,0.029295154,32968.55902,0.027708652
2023-03-31 00:00:00,34199.87079,3412931.454,0.038927014,32872.94995,0.005214138
2023-04-30 00:00:00,34230.69652,2436275.447,0.026042442,32947.5122,0.03143754
2023-05-31 00:00:00,31899.95504,2177779.604,0.089294503,33691.90977,0.023384964
2023-06-30 00:00:00,31558.66439,3243687.211,0.050705271,33181.73021,0.015847121
2023-07-31 00:00:00,31373.23536,3244966.571,0.03600549,33437.60827,0.026327819
2023-08-31 00:00:00,30268.68082,2493056.825,0.054279598,33003.7935,0.042706929
2023-09-30 00:00:00,30446.1094,2528961.694,0.047753439,32912.21394,0.021818663
2023-10-31 00:00:00,31754.21111,3232049.937,0.045580608,33288.89912,0.022482206
2023-11-30 00:00:00,36026.58291,1551915.659,0.062283334,33358.18313,0.015406391
2023-12-31 00:00:00,36875.73854,1592536.226,0.065150154,33084.8597,0.011501556
2024-01-31 00:00:00,37890.83932,2281555.779,0.039389977,32920.26858,0.028303358
2024-02-29 00:00:00,38241.94749,2786552.848,0.038483635,33174.14791,0.011439162
2024-03-31 00:00:00,34904.40506,3310907.566,0.044498966,33005.03792,0.020715662
2024-04-30 00:00:00,35351.37731,4475356.217,0.003961577,33119.97549,0.015223426
2024-05-31 00:00:00,35971.83773,3857659.623,0.019696179,33183.64705,0.024789798
2024-06-30 00:00:00,41398.32195,2840061.47,0.077337485,33038.16694,0.023336621
2024-07-31 00:00:00,41513.60002,2980983.792,0.082899354,33731.35017,0.030375399
2024-08-31 00:00:00,42616.69471,1997470.635,0.045019279,33971.52588,0.014899836
2024-09-30 00:00:00,43047.27117,2981486.864,0.061531139,33413.9831,0.017301251
2024-10-31 00:00:00,41209.91509,2711341.361,0.056225003,33519.91939,0.010212363
2024-11-30 00:00:00,43995.56072,3322718.56,0.111577616,33371.38346,0.015557067
2024-12-31 00:00:00,45999.42679,2172769.056,0.072391498,33677.11346,0.023773005
